"audit_id","timestamp","normativo_id","normativo_tipo","normativo_numero","normativo_ano","normativo_titulo","avaliacao_tipo","avaliacao_origem","classificacao_final","classificacao_anterior","racional_classificacao","reasoning_layer_aplicado","decision_map_aplicado","avaliacao_risco","racional_risco","pilares_risco_detalhado","resumo_logica","areas_responsaveis","feedback_id","feedback_tipo","feedback_autor","feedback_texto","correcao_aplicada","nova_logica_pos_correcao","politicas_impactadas","palavras_chave_matched","texto_integral_fonte","confianca_analise","confianca_score","sla_tempo_segundos","observacoes","gitlab_commit_sha","slack_message_ts"
"audit_2026_06_25_a797c2c0","2026-06-25T21:06:21.995400-03:00","normativos_52946","Resolução CMN","5.313","2026","BC - Resolução CMN N° 5.313 de 25/06/2026","inicial","pipeline_bcb","MONITORAR","null","Normativo: Resolução CMN nº 5.313 (2026). Reasoning Layer aplicado: A Res. CMN nº 5.313 não é diretamente aplicável mas deve ser monitorada pois altera a resolução cmn nº 5.309, de 19 de junho de 2026, que estabelece as definições, os encargos financeiros, as condições e as demais normas regulamentadoras aplicáveis às linhas de financiamento r Temas a acompanhar: investimento.. Racional base:","A Res. CMN nº 5.313 não é diretamente aplicável mas deve ser monitorada pois altera a resolução cmn nº 5.309, de 19 de junho de 2026, que estabelece as definições, os encargos financeiros, as condições e as demais normas regulamentadoras aplicáveis às linhas de financiamento r Temas a acompanhar: investimento.","A Res. CMN nº 5.313 não é diretamente aplicável mas deve ser monitorada pois altera a resolução cmn nº 5.309, de 19 de junho de 2026, que estabelece as definições, os encargos financeiros, as condições e as demais normas regulamentadoras aplicáveis às linhas de financiamento r Temas a acompanhar: investimento.","BAIXO","[Impacto Operacional] Score: BAIXO (1/4) | Justificativa: Impacto operacional não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Regulatório] Score: BAIXO (1/4) | Justificativa: Impacto regulatório não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Financeiro] Score: MÉDIO (2/4) | Justificativa: Impacto financeiro moderado: encargo. | Evidências: encargo
[Impacto em Clientes] Score: BAIXO (1/4) | Justificativa: Impacto em clientes não identificado. | Evidências: nenhuma evidência direta

Score consolidado: BAIXO (média ponderada: 1.22/4.0, divisor 4.5)
Lógica: Score médio ponderado: 1.22/4.0 (divisor 4.5)
Fórmula: Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, dividido por 4.5. Se qualquer pilar=CRÍTICO → mínimo ALTO.","{""operacional"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto operacional não identificado ou mínimo."", ""evidencias"": []}, ""regulatorio"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto regulatório não identificado ou mínimo."", ""evidencias"": []}, ""financeiro"": {""score"": ""MÉDIO"", ""score_numerico"": 2, ""justificativa"": ""Impacto financeiro moderado: encargo."", ""evidencias"": [""encargo""]}, ""clientes"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto em clientes não identificado."", ""evidencias"": []}, ""consolidado"": {""score"": ""BAIXO"", ""score_numerico"": 1.2222222222222223, ""justificativa"": ""Score médio ponderado: 1.22/4.0 (divisor 4.5)"", ""formula"": ""Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, divisor=4.5""}}","","[]","null","null","null","null","null","null","[]","[]","ementa","BAIXA","0.5","0","","null","null"
"audit_2026_06_25_08239481","2026-06-25T21:06:23.367131-03:00","normativos_52945","Resolução CMN","5.312","2026","BC - Resolução CMN N° 5.312 de 25/06/2026","inicial","pipeline_bcb","NÃO APLICÁVEL","null","Normativo: Resolução CMN nº 5.312 (2026). Reasoning Layer aplicado: A Res. CMN nº 5.312 não se aplica ao iFood Pago porque ajusta normas do programa de garantia de preços para a agricultura familiar – pgpaf, no âmbito do programa nacional de fortalecimento da agricultura familiar – pronaf.. Racional base:","A Res. CMN nº 5.312 não se aplica ao iFood Pago porque ajusta normas do programa de garantia de preços para a agricultura familiar – pgpaf, no âmbito do programa nacional de fortalecimento da agricultura familiar – pronaf.","A Res. CMN nº 5.312 não se aplica ao iFood Pago porque ajusta normas do programa de garantia de preços para a agricultura familiar – pgpaf, no âmbito do programa nacional de fortalecimento da agricultura familiar – pronaf.","","","{}","Normativo fora do escopo iFood Pago","[]","null","null","null","null","null","null","[]","[]","ementa","MÉDIA","0.5","0","","null","null"
"audit_2026_06_25_a5b38fac","2026-06-25T21:06:25.560396-03:00","normativos_52944","Resolução CMN","5.311","2026","BC - Resolução CMN N° 5.311 de 25/06/2026","inicial","pipeline_bcb","NÃO APLICÁVEL","null","Normativo: Resolução CMN nº 5.311 (2026). Reasoning Layer aplicado: A Res. CMN nº 5.311 não se aplica ao iFood Pago porque dispõe sobre a liquidação de dívidas decorrentes das operações de crédito rural contratadas ao amparo do programa especial de crédito para a reforma agrária – procera.. Racional base:","A Res. CMN nº 5.311 não se aplica ao iFood Pago porque dispõe sobre a liquidação de dívidas decorrentes das operações de crédito rural contratadas ao amparo do programa especial de crédito para a reforma agrária – procera.","A Res. CMN nº 5.311 não se aplica ao iFood Pago porque dispõe sobre a liquidação de dívidas decorrentes das operações de crédito rural contratadas ao amparo do programa especial de crédito para a reforma agrária – procera.","","","{}","Normativo fora do escopo iFood Pago","[]","null","null","null","null","null","null","[]","[]","ementa","ALTA","0.5","0","","null","null"
"audit_2026_06_26_b2a60477","2026-06-26T08:00:57.368443-03:00","normativos_52946","Resolução CMN","5.313","2026","BC - Resolução CMN N° 5.313 de 25/06/2026","inicial","pipeline_bcb","MONITORAR","null","Normativo: Resolução CMN nº 5.313 (2026). Reasoning Layer aplicado: A Res. CMN nº 5.313 não é diretamente aplicável mas deve ser monitorada pois altera a resolução cmn nº 5.309, de 19 de junho de 2026, que estabelece as definições, os encargos financeiros, as condições e as demais normas regulamentadoras aplicáveis às linhas de financiamento r Temas a acompanhar: investimento.. Racional base:","A Res. CMN nº 5.313 não é diretamente aplicável mas deve ser monitorada pois altera a resolução cmn nº 5.309, de 19 de junho de 2026, que estabelece as definições, os encargos financeiros, as condições e as demais normas regulamentadoras aplicáveis às linhas de financiamento r Temas a acompanhar: investimento.","A Res. CMN nº 5.313 não é diretamente aplicável mas deve ser monitorada pois altera a resolução cmn nº 5.309, de 19 de junho de 2026, que estabelece as definições, os encargos financeiros, as condições e as demais normas regulamentadoras aplicáveis às linhas de financiamento r Temas a acompanhar: investimento.","BAIXO","[Impacto Operacional] Score: BAIXO (1/4) | Justificativa: Impacto operacional não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Regulatório] Score: BAIXO (1/4) | Justificativa: Impacto regulatório não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Financeiro] Score: MÉDIO (2/4) | Justificativa: Impacto financeiro moderado: encargo. | Evidências: encargo
[Impacto em Clientes] Score: BAIXO (1/4) | Justificativa: Impacto em clientes não identificado. | Evidências: nenhuma evidência direta

Score consolidado: BAIXO (média ponderada: 1.22/4.0, divisor 4.5)
Lógica: Score médio ponderado: 1.22/4.0 (divisor 4.5)
Fórmula: Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, dividido por 4.5. Se qualquer pilar=CRÍTICO → mínimo ALTO.","{""operacional"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto operacional não identificado ou mínimo."", ""evidencias"": []}, ""regulatorio"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto regulatório não identificado ou mínimo."", ""evidencias"": []}, ""financeiro"": {""score"": ""MÉDIO"", ""score_numerico"": 2, ""justificativa"": ""Impacto financeiro moderado: encargo."", ""evidencias"": [""encargo""]}, ""clientes"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto em clientes não identificado."", ""evidencias"": []}, ""consolidado"": {""score"": ""BAIXO"", ""score_numerico"": 1.2222222222222223, ""justificativa"": ""Score médio ponderado: 1.22/4.0 (divisor 4.5)"", ""formula"": ""Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, divisor=4.5""}}","","[]","null","null","null","null","null","null","[]","[]","ementa","BAIXA","0.5","0","","2ae733ae746cdc9ee73dfc6ad22f101581ae97b5","null"
"audit_2026_06_30_fbea667a","2026-06-30T21:01:08.617869-03:00","normativos_52957","Resolução CMN","5.324","2026","BC - Resolução CMN N° 5.324 de 30/06/2026","inicial","pipeline_bcb","NÃO APLICÁVEL","null","Normativo: Resolução CMN nº 5.324 (2026). Reasoning Layer aplicado: A Res. CMN nº 5.324 não se aplica ao iFood Pago porque define os encargos financeiros e limites de crédito para as linhas de crédito e programas de que trata o capítulo 7 (encargos financeiros e limites de crédito) e ajusta normas da seção 4 (metodologia de cálculo das taxas de juros do crédito rural – tcr) do capítulo 2 (condições básicas) do manual de. Racional base:","A Res. CMN nº 5.324 não se aplica ao iFood Pago porque define os encargos financeiros e limites de crédito para as linhas de crédito e programas de que trata o capítulo 7 (encargos financeiros e limites de crédito) e ajusta normas da seção 4 (metodologia de cálculo das taxas de juros do crédito rural – tcr) do capítulo 2 (condições básicas) do manual de","A Res. CMN nº 5.324 não se aplica ao iFood Pago porque define os encargos financeiros e limites de crédito para as linhas de crédito e programas de que trata o capítulo 7 (encargos financeiros e limites de crédito) e ajusta normas da seção 4 (metodologia de cálculo das taxas de juros do crédito rural – tcr) do capítulo 2 (condições básicas) do manual de","","","{}","Normativo fora do escopo iFood Pago","[]","null","null","null","null","null","null","[]","[]","ementa","ALTA","0.5","0","","f3d5e660126bb883cff685646d1a77ce6d183525","null"
"audit_2026_06_30_a1368351","2026-06-30T21:01:11.989083-03:00","normativos_52956","Resolução CMN","5.323","2026","BC - Resolução CMN N° 5.323 de 30/06/2026","inicial","pipeline_bcb","NÃO APLICÁVEL","null","Normativo: Resolução CMN nº 5.323 (2026). Reasoning Layer aplicado: A Res. CMN nº 5.323 não se aplica ao iFood Pago porque ajusta normas das operações de crédito rural contratadas no âmbito do programa nacional de fortalecimento da agricultura familiar – pronaf para o ano agrícola 2026/2027.. Racional base:","A Res. CMN nº 5.323 não se aplica ao iFood Pago porque ajusta normas das operações de crédito rural contratadas no âmbito do programa nacional de fortalecimento da agricultura familiar – pronaf para o ano agrícola 2026/2027.","A Res. CMN nº 5.323 não se aplica ao iFood Pago porque ajusta normas das operações de crédito rural contratadas no âmbito do programa nacional de fortalecimento da agricultura familiar – pronaf para o ano agrícola 2026/2027.","","","{}","Normativo fora do escopo iFood Pago","[]","null","null","null","null","null","null","[]","[]","ementa","ALTA","0.5","0","","2e7ba5fd5d491af857bd83edded5062c51ae1c08","null"
"audit_2026_06_30_c8d65a83","2026-06-30T21:01:15.554585-03:00","normativos_52955","Resolução CMN","5.322","2026","BC - Resolução CMN N° 5.322 de 30/06/2026","inicial","pipeline_bcb","NÃO APLICÁVEL","null","Normativo: Resolução CMN nº 5.322 (2026). Reasoning Layer aplicado: A Res. CMN nº 5.322 não se aplica ao iFood Pago porque dispõe sobre ajustes nas normas gerais do crédito rural, do programa nacional de apoio ao médio produtor rural – pronamp, do fundo de defesa da economia cafeeira – funcafé e do programa de investimento agropecuário – investagro a serem aplicadas a partir do ano agrícola 2026/2027.. Racional base:","A Res. CMN nº 5.322 não se aplica ao iFood Pago porque dispõe sobre ajustes nas normas gerais do crédito rural, do programa nacional de apoio ao médio produtor rural – pronamp, do fundo de defesa da economia cafeeira – funcafé e do programa de investimento agropecuário – investagro a serem aplicadas a partir do ano agrícola 2026/2027.","A Res. CMN nº 5.322 não se aplica ao iFood Pago porque dispõe sobre ajustes nas normas gerais do crédito rural, do programa nacional de apoio ao médio produtor rural – pronamp, do fundo de defesa da economia cafeeira – funcafé e do programa de investimento agropecuário – investagro a serem aplicadas a partir do ano agrícola 2026/2027.","","","{}","Normativo fora do escopo iFood Pago","[]","null","null","null","null","null","null","[]","[]","ementa","ALTA","0.5","0","","3310451d13c105610712205412f063dff0482477","null"
"audit_2026_06_30_5de375e8","2026-06-30T21:01:42.710807-03:00","normativos_52954","Resolução CMN","5.321","2026","BC - Resolução CMN N° 5.321 de 30/06/2026","inicial","pipeline_bcb","MONITORAR","null","Normativo: Resolução CMN nº 5.321 (2026). Reasoning Layer aplicado: A Res. CMN nº 5.321 não é diretamente aplicável mas deve ser monitorada pois define condições especiais para o financiamento de capital de giro destinado a cooperativas agropecuárias no âmbito do programa nacional de fortalecimento da agricultura familiar – pronaf e do program Temas a acompanhar: capital.. Racional base:","A Res. CMN nº 5.321 não é diretamente aplicável mas deve ser monitorada pois define condições especiais para o financiamento de capital de giro destinado a cooperativas agropecuárias no âmbito do programa nacional de fortalecimento da agricultura familiar – pronaf e do program Temas a acompanhar: capital.","A Res. CMN nº 5.321 não é diretamente aplicável mas deve ser monitorada pois define condições especiais para o financiamento de capital de giro destinado a cooperativas agropecuárias no âmbito do programa nacional de fortalecimento da agricultura familiar – pronaf e do program Temas a acompanhar: capital.","BAIXO","[Impacto Operacional] Score: ALTO (3/4) | Justificativa: Impacto em processos operacionais: api. | Evidências: api
[Impacto Regulatório] Score: BAIXO (1/4) | Justificativa: Impacto regulatório não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Financeiro] Score: BAIXO (1/4) | Justificativa: Impacto financeiro não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto em Clientes] Score: BAIXO (1/4) | Justificativa: Impacto em clientes não identificado. | Evidências: nenhuma evidência direta

Score consolidado: BAIXO (média ponderada: 1.44/4.0, divisor 4.5)
Lógica: Pilares ALTOS: Impacto Operacional. Score médio ponderado: 1.44/4.0 (divisor 4.5)
Fórmula: Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, dividido por 4.5. Se qualquer pilar=CRÍTICO → mínimo ALTO.","{""operacional"": {""score"": ""ALTO"", ""score_numerico"": 3, ""justificativa"": ""Impacto em processos operacionais: api."", ""evidencias"": [""api""]}, ""regulatorio"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto regulatório não identificado ou mínimo."", ""evidencias"": []}, ""financeiro"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto financeiro não identificado ou mínimo."", ""evidencias"": []}, ""clientes"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto em clientes não identificado."", ""evidencias"": []}, ""consolidado"": {""score"": ""BAIXO"", ""score_numerico"": 1.4444444444444444, ""justificativa"": ""Pilares ALTOS: Impacto Operacional. Score médio ponderado: 1.44/4.0 (divisor 4.5)"", ""formula"": ""Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, divisor=4.5""}}","","[""Financeiro / Tesouraria"", ""Tecnologia / Produtos""]","null","null","null","null","null","null","[]","[]","ementa","BAIXA","0.5","0","","4faf721ee35b7e86de62296d497877194cdfe958","null"
"audit_2026_07_01_32ad4366","2026-07-01T15:51:29.867667-03:00","normativos_52960","Instrução Normativa BCB","754","2026","BC - Instrução Normativa BCB N° 754 de 01/07/2026","inicial","pipeline_bcb","MONITORAR","null","Normativo: Instrução Normativa BCB nº 754 (2026). Reasoning Layer aplicado: A IN BCB nº 754 não é diretamente aplicável mas deve ser monitorada pois altera a instrução normativa bcb nº 330, de 24 de novembro de 2022, que consolida os procedimentos para o registro de informações cadastrais no sistema de informações sobre entidades de interesse do b Temas a acompanhar: banco.. Racional base:","A IN BCB nº 754 não é diretamente aplicável mas deve ser monitorada pois altera a instrução normativa bcb nº 330, de 24 de novembro de 2022, que consolida os procedimentos para o registro de informações cadastrais no sistema de informações sobre entidades de interesse do b Temas a acompanhar: banco.","A IN BCB nº 754 não é diretamente aplicável mas deve ser monitorada pois altera a instrução normativa bcb nº 330, de 24 de novembro de 2022, que consolida os procedimentos para o registro de informações cadastrais no sistema de informações sobre entidades de interesse do b Temas a acompanhar: banco.","BAIXO","[Impacto Operacional] Score: MÉDIO (2/4) | Justificativa: Ajustes pontuais em procedimentos: procedimento, registro. | Evidências: procedimento, registro
[Impacto Regulatório] Score: BAIXO (1/4) | Justificativa: Impacto regulatório não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Financeiro] Score: BAIXO (1/4) | Justificativa: Impacto financeiro não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto em Clientes] Score: BAIXO (1/4) | Justificativa: Impacto em clientes não identificado. | Evidências: nenhuma evidência direta

Score consolidado: BAIXO (média ponderada: 1.22/4.0, divisor 4.5)
Lógica: Score médio ponderado: 1.22/4.0 (divisor 4.5)
Fórmula: Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, dividido por 4.5. Se qualquer pilar=CRÍTICO → mínimo ALTO.","{""operacional"": {""score"": ""MÉDIO"", ""score_numerico"": 2, ""justificativa"": ""Ajustes pontuais em procedimentos: procedimento, registro."", ""evidencias"": [""procedimento"", ""registro""]}, ""regulatorio"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto regulatório não identificado ou mínimo."", ""evidencias"": []}, ""financeiro"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto financeiro não identificado ou mínimo."", ""evidencias"": []}, ""clientes"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto em clientes não identificado."", ""evidencias"": []}, ""consolidado"": {""score"": ""BAIXO"", ""score_numerico"": 1.2222222222222223, ""justificativa"": ""Score médio ponderado: 1.22/4.0 (divisor 4.5)"", ""formula"": ""Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, divisor=4.5""}}","","[]","null","null","null","null","null","null","[]","[]","ementa","MÉDIA","0.5","0","","a7b97174bb24eb6fc2dd6c91a712fef2aa70a8da","null"
"audit_2026_07_01_f8a45c69","2026-07-01T15:51:59.863277-03:00","normativos_52959","Instrução Normativa BCB","753","2026","BC - Instrução Normativa BCB N° 753 de 01/07/2026","inicial","pipeline_bcb","APLICÁVEL","null","Normativo: Instrução Normativa BCB nº 753 (2026). Reasoning Layer aplicado: A IN BCB nº 753 aplica-se diretamente ao iFood Pago pois altera a instrução normativa bcb nº 210, de 21 de dezembro de 2021, que altera e consolida os procedimentos de remessa do balancete e do balanço patrimonial analítico do conglomerado prudencial e os p Menciona explicitamente: conglomerado prudencial. Temas relevantes: conglomerado prudencial.. Racional base:","A IN BCB nº 753 aplica-se diretamente ao iFood Pago pois altera a instrução normativa bcb nº 210, de 21 de dezembro de 2021, que altera e consolida os procedimentos de remessa do balancete e do balanço patrimonial analítico do conglomerado prudencial e os p Menciona explicitamente: conglomerado prudencial. Temas relevantes: conglomerado prudencial.","A IN BCB nº 753 aplica-se diretamente ao iFood Pago pois altera a instrução normativa bcb nº 210, de 21 de dezembro de 2021, que altera e consolida os procedimentos de remessa do balancete e do balanço patrimonial analítico do conglomerado prudencial e os p Menciona explicitamente: conglomerado prudencial. Temas relevantes: conglomerado prudencial.","BAIXO","| Pilar | Nível | Motivo |
|---|---|---|
| ⚙️ Operacional | 3 | Alterações nos leiautes e instruções exigem ajustes nos processos internos de reporte. |
| ⚖️ Regulatório | 4 | Obrigação de conformidade com os novos requisitos de reporte ao BCB. |
| 💰 Financeiro | 2 | Possíveis custos associados à adaptação dos sistemas e processos. |
| 👥 Clientes | 1 | Impacto indireto, sem reflexo direto na experiência do cliente. |

--- Cálculo determinístico ---
[Impacto Operacional] Score: MÉDIO (2/4) | Justificativa: Ajustes pontuais em procedimentos: procedimento, registro. | Evidências: procedimento, registro
[Impacto Regulatório] Score: BAIXO (1/4) | Justificativa: Impacto regulatório não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Financeiro] Score: BAIXO (1/4) | Justificativa: Impacto financeiro não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto em Clientes] Score: BAIXO (1/4) | Justificativa: Impacto em clientes não identificado. | Evidências: nenhuma evidência direta

Score consolidado: BAIXO (média ponderada: 1.22/4.0, divisor 4.5)
Lógica: Score médio ponderado: 1.22/4.0 (divisor 4.5)
Fórmula: Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, dividido por 4.5. Se qualquer pilar=CRÍTICO → mínimo ALTO.","{""operacional"": {""score"": ""MÉDIO"", ""score_numerico"": 2, ""justificativa"": ""Ajustes pontuais em procedimentos: procedimento, registro."", ""evidencias"": [""procedimento"", ""registro""]}, ""regulatorio"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto regulatório não identificado ou mínimo."", ""evidencias"": []}, ""financeiro"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto financeiro não identificado ou mínimo."", ""evidencias"": []}, ""clientes"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto em clientes não identificado."", ""evidencias"": []}, ""consolidado"": {""score"": ""BAIXO"", ""score_numerico"": 1.2222222222222223, ""justificativa"": ""Score médio ponderado: 1.22/4.0 (divisor 4.5)"", ""formula"": ""Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, divisor=4.5""}}","","[""Compliance"", ""Compliance / Riscos""]","null","null","null","null","null","null","[]","[]","ementa","MÉDIA","0.5","0","","6d961d5a403f582cf6917804d1285361d59320a3","null"
"audit_2026_07_01_c1097818","2026-07-01T15:52:30.283852-03:00","normativos_52958","Instrução Normativa BCB","752","2026","BC - Instrução Normativa BCB N° 752 de 01/07/2026","inicial","pipeline_bcb","MONITORAR","null","Normativo: Instrução Normativa BCB nº 752 (2026). Reasoning Layer aplicado: A IN BCB nº 752 não é diretamente aplicável mas deve ser monitorada pois divulga a versão 8.4 do manual operacional do diretório de identificadores de contas transacionais (dict), que compõe o regulamento do pix. Temas a acompanhar: pix.. Racional base:","A IN BCB nº 752 não é diretamente aplicável mas deve ser monitorada pois divulga a versão 8.4 do manual operacional do diretório de identificadores de contas transacionais (dict), que compõe o regulamento do pix. Temas a acompanhar: pix.","A IN BCB nº 752 não é diretamente aplicável mas deve ser monitorada pois divulga a versão 8.4 do manual operacional do diretório de identificadores de contas transacionais (dict), que compõe o regulamento do pix. Temas a acompanhar: pix.","BAIXO","| Pilar | Nível | Motivo |
|---|---|---|
| ⚙️ Operacional | 2 | Alterações no Manual podem exigir adaptações técnicas e operacionais. |
| ⚖️ Regulatório | 2 | Conformidade com o DICT é obrigatória para participantes do Pix. |
| 💰 Financeiro | 1 | Impacto financeiro direto é baixo, mas falhas podem gerar multas ou sanções. |
| 👥 Clientes | 2 | Alterações podem afetar a experiência do cliente em transações Pix. |

--- Cálculo determinístico ---
[Impacto Operacional] Score: BAIXO (1/4) | Justificativa: Impacto operacional não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Regulatório] Score: BAIXO (1/4) | Justificativa: Impacto regulatório não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Financeiro] Score: BAIXO (1/4) | Justificativa: Impacto financeiro não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto em Clientes] Score: MÉDIO (2/4) | Justificativa: Impacto moderado em clientes (não especificado): sac. | Evidências: sac

Score consolidado: BAIXO (média ponderada: 1.22/4.0, divisor 4.5)
Lógica: Score médio ponderado: 1.22/4.0 (divisor 4.5)
Fórmula: Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, dividido por 4.5. Se qualquer pilar=CRÍTICO → mínimo ALTO.","{""operacional"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto operacional não identificado ou mínimo."", ""evidencias"": []}, ""regulatorio"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto regulatório não identificado ou mínimo."", ""evidencias"": []}, ""financeiro"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto financeiro não identificado ou mínimo."", ""evidencias"": []}, ""clientes"": {""score"": ""MÉDIO"", ""score_numerico"": 2, ""justificativa"": ""Impacto moderado em clientes (não especificado): sac."", ""evidencias"": [""sac""]}, ""consolidado"": {""score"": ""BAIXO"", ""score_numerico"": 1.2222222222222223, ""justificativa"": ""Score médio ponderado: 1.22/4.0 (divisor 4.5)"", ""formula"": ""Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, divisor=4.5""}}","","[""Produtos"", ""Fraudes/Risk (coordenação)""]","null","null","null","null","null","null","[]","[]","ementa","MÉDIA","0.5","0","","2f4c3bfdf0b25248bd1763da636f5e9967a57dad","null"
"audit_2026_07_01_b57b32a1","2026-07-01T21:01:00.270472-03:00","normativos_52964","Instrução Normativa BCB","755","2026","BC - Instrução Normativa BCB N° 755 de 01/07/2026","inicial","pipeline_bcb","MONITORAR","null","Normativo: Instrução Normativa BCB nº 755 (2026). Reasoning Layer aplicado: A IN BCB nº 755 não é diretamente aplicável mas deve ser monitorada pois altera a instrução normativa bcb n° 399, de 29 de junho de 2023, que consolida os procedimentos para remessa de informações sobre o controle da exposição ao risco de liquidez e sobre o indicador liqui Temas a acompanhar: liquidez, risco.. Racional base:","A IN BCB nº 755 não é diretamente aplicável mas deve ser monitorada pois altera a instrução normativa bcb n° 399, de 29 de junho de 2023, que consolida os procedimentos para remessa de informações sobre o controle da exposição ao risco de liquidez e sobre o indicador liqui Temas a acompanhar: liquidez, risco.","A IN BCB nº 755 não é diretamente aplicável mas deve ser monitorada pois altera a instrução normativa bcb n° 399, de 29 de junho de 2023, que consolida os procedimentos para remessa de informações sobre o controle da exposição ao risco de liquidez e sobre o indicador liqui Temas a acompanhar: liquidez, risco.","BAIXO","[Impacto Operacional] Score: ALTO (3/4) | Justificativa: Impacto em processos operacionais: procedimento, controle. | Evidências: procedimento, controle
[Impacto Regulatório] Score: BAIXO (1/4) | Justificativa: Impacto regulatório não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Financeiro] Score: BAIXO (1/4) | Justificativa: Impacto financeiro não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto em Clientes] Score: BAIXO (1/4) | Justificativa: Impacto em clientes não identificado. | Evidências: nenhuma evidência direta

Score consolidado: BAIXO (média ponderada: 1.44/4.0, divisor 4.5)
Lógica: Pilares ALTOS: Impacto Operacional. Score médio ponderado: 1.44/4.0 (divisor 4.5)
Fórmula: Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, dividido por 4.5. Se qualquer pilar=CRÍTICO → mínimo ALTO.","{""operacional"": {""score"": ""ALTO"", ""score_numerico"": 3, ""justificativa"": ""Impacto em processos operacionais: procedimento, controle."", ""evidencias"": [""procedimento"", ""controle""]}, ""regulatorio"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto regulatório não identificado ou mínimo."", ""evidencias"": []}, ""financeiro"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto financeiro não identificado ou mínimo."", ""evidencias"": []}, ""clientes"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto em clientes não identificado."", ""evidencias"": []}, ""consolidado"": {""score"": ""BAIXO"", ""score_numerico"": 1.4444444444444444, ""justificativa"": ""Pilares ALTOS: Impacto Operacional. Score médio ponderado: 1.44/4.0 (divisor 4.5)"", ""formula"": ""Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, divisor=4.5""}}","","[""Tecnologia / Produtos"", ""Conselho de Administração (aprovação)"", ""Riscos (coordenação)"", ""Compliance/PLD (1ª e 2ª linhas)"", ""CISO/Segurança da Informação (coordenação)"", ""Gestão de Crise / Riscos (coordenação)""]","null","null","null","null","null","null","[]","[]","ementa","BAIXA","0.5","0","","525a981503707ff3bff4a101f2d2bfd35ebe58c9","null"
